time_s,node_id,lux,duty,ref
1.361,1,20.018,0.517948717948718,20.0
2.724,1,20.051,0.5167277167277168,20.0
4.09,1,20.007,0.5184371184371185,20.0
5.452,1,19.923,0.5201465201465202,20.0
8.181,1,20.64,0.15286935286935288,20.0
9.542,1,20.059,0.15213675213675212,20.0
10.91,1,20.047,0.15189255189255188,20.0
12.273,1,19.946,0.1523809523809524,20.0
14.3,1,21.608,0.5172161172161173,20.0
15.666,1,19.912,0.515995115995116,20.0
17.024,1,20.062,0.515995115995116,20.0
